work_year,experience_level,employment_type,salary,remote_ratio,company_size,condensedsalary,safeZoneLow,safeZoneUp,safeZone
2023,1,3,149040,100,3,0.22599999999999998,0.0,0.5,0.5
2023,1,3,113900,100,3,-0.6525000000000001,-1.0,-0.5,0.5
2023,2,3,100000,100,1,-1.0,-1.0,-0.5,0.5
2023,1,3,106020,0,3,-0.8495,-1.0,-0.5,0.5
2023,2,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,4,3,116704,100,3,-0.5824,-1.0,-0.5,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,2,3,165000,0,3,0.625,0.5,1.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,169000,0,3,0.7250000000000001,0.5,1.0,0.5
2023,1,3,110600,0,3,-0.735,-1.0,-0.5,0.5
2023,1,3,136850,100,3,-0.07874999999999999,-0.5,0.0,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,178500,100,3,0.9624999999999999,0.5,1.0,0.5
2023,1,3,161000,0,3,0.5249999999999999,0.5,1.0,0.5
2023,1,3,112700,0,3,-0.6825,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2022,1,3,130000,100,1,-0.25,-0.5,0.0,0.5
2021,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,159832,0,3,0.4958,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,2,3,128750,0,3,-0.28125,-0.5,0.0,0.5
2023,2,3,106250,0,3,-0.84375,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,2,3,155000,0,3,0.375,0.0,0.5,0.5
2023,4,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,4,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,1,3,117000,100,3,-0.575,-1.0,-0.5,0.5
2023,1,3,138000,100,3,-0.050000000000000044,-0.5,0.0,0.5
2023,2,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,2,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,115000,0,1,-0.625,-1.0,-0.5,0.5
2023,1,3,135000,0,3,-0.125,-0.5,0.0,0.5
2023,2,3,104500,0,3,-0.8875,-1.0,-0.5,0.5
2023,1,3,153600,100,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,100,3,-0.83,-1.0,-0.5,0.5
2023,3,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,2,3,125000,100,3,-0.375,-0.5,0.0,0.5
2023,1,3,127000,100,3,-0.32499999999999996,-0.5,0.0,0.5
2023,1,3,153300,0,3,0.3325,0.0,0.5,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,161500,100,3,0.5375000000000001,0.5,1.0,0.5
2023,1,3,119500,100,3,-0.5125,-1.0,-0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,148750,0,3,0.21875,0.0,0.5,0.5
2023,1,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,1,3,146300,0,3,0.15749999999999997,0.0,0.5,0.5
2023,1,3,153400,0,3,0.33499999999999996,0.0,0.5,0.5
2023,1,3,122700,0,3,-0.4325,-0.5,0.0,0.5
2023,2,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,123900,100,3,-0.40249999999999997,-0.5,0.0,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,153400,0,3,0.33499999999999996,0.0,0.5,0.5
2023,1,3,122700,0,3,-0.4325,-0.5,0.0,0.5
2023,2,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,121700,0,3,-0.4575,-0.5,0.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,3,3,100000,100,1,-1.0,-1.0,-0.5,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,149076,0,3,0.2269000000000001,0.0,0.5,0.5
2023,2,3,146000,0,3,0.1499999999999999,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,2,3,149600,0,3,0.24,0.0,0.5,0.5
2023,2,3,102000,0,3,-0.95,-1.0,-0.5,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,121700,0,3,-0.4575,-0.5,0.0,0.5
2023,3,3,150000,0,3,0.25,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,2,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,122000,0,3,-0.44999999999999996,-0.5,0.0,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,2,3,116990,100,3,-0.57525,-1.0,-0.5,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,2,3,125000,0,2,-0.375,-0.5,0.0,0.5
2023,1,3,122000,0,3,-0.44999999999999996,-0.5,0.0,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,1,3,155000,0,3,0.375,0.0,0.5,0.5
2023,2,3,171600,0,3,0.79,0.5,1.0,0.5
2023,1,3,121500,100,3,-0.4625,-0.5,0.0,0.5
2023,2,3,154000,0,3,0.3500000000000001,0.0,0.5,0.5
2023,2,3,116000,0,3,-0.6,-1.0,-0.5,0.5
2023,1,3,136000,0,3,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,154000,0,3,0.3500000000000001,0.0,0.5,0.5
2023,1,3,116000,0,3,-0.6,-1.0,-0.5,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,2,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,1,3,156400,0,3,0.4099999999999999,0.0,0.5,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,1,3,167500,0,3,0.6875,0.5,1.0,0.5
2023,1,3,106500,0,3,-0.8375,-1.0,-0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,2,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,2,3,125000,0,3,-0.375,-0.5,0.0,0.5
2022,4,3,106000,0,1,-0.85,-1.0,-0.5,0.5
2023,1,3,175000,100,3,0.875,0.5,1.0,0.5
2023,1,3,130000,100,3,-0.25,-0.5,0.0,0.5
2023,1,3,122000,100,3,-0.44999999999999996,-0.5,0.0,0.5
2023,1,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,165000,100,3,0.625,0.5,1.0,0.5
2023,1,3,112000,100,3,-0.7,-1.0,-0.5,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,2,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,1,3,121700,0,3,-0.4575,-0.5,0.0,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,1,3,106020,0,3,-0.8495,-1.0,-0.5,0.5
2023,1,3,136000,100,3,-0.09999999999999998,-0.5,0.0,0.5
2023,1,3,104000,100,3,-0.9,-1.0,-0.5,0.5
2023,1,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,1,3,153400,0,3,0.33499999999999996,0.0,0.5,0.5
2023,1,3,122700,0,3,-0.4325,-0.5,0.0,0.5
2023,1,3,152380,0,3,0.3095000000000001,0.0,0.5,0.5
2023,1,3,121904,0,3,-0.4524,-0.5,0.0,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,168400,0,3,0.71,0.5,1.0,0.5
2023,1,3,105200,0,3,-0.87,-1.0,-0.5,0.5
2023,1,3,128280,0,3,-0.29300000000000004,-0.5,0.0,0.5
2023,1,3,106900,0,3,-0.8275,-1.0,-0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,100000,100,2,-1.0,-1.0,-0.5,0.5
2023,1,3,174000,0,3,0.8500000000000001,0.5,1.0,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,170500,100,3,0.7625,0.5,1.0,0.5
2023,4,3,131899,0,3,-0.20252499999999996,-0.5,0.0,0.5
2023,4,3,104891,0,3,-0.877725,-1.0,-0.5,0.5
2023,1,3,124740,0,3,-0.38149999999999995,-0.5,0.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,1,3,179975,100,3,0.9993749999999999,0.5,1.0,0.5
2023,1,3,149076,0,3,0.2269000000000001,0.0,0.5,0.5
2023,1,3,169000,0,3,0.7250000000000001,0.5,1.0,0.5
2023,1,3,110600,0,3,-0.735,-1.0,-0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,1,3,171600,0,3,0.79,0.5,1.0,0.5
2023,1,3,165000,100,3,0.625,0.5,1.0,0.5
2023,1,3,125000,100,3,-0.375,-0.5,0.0,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2022,3,3,168000,100,3,0.7,0.5,1.0,0.5
2023,1,3,147100,0,3,0.1775,0.0,0.5,0.5
2023,1,3,167580,0,3,0.6895,0.5,1.0,0.5
2023,1,3,135000,100,3,-0.125,-0.5,0.0,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,104000,100,3,-0.9,-1.0,-0.5,0.5
2023,1,3,148000,0,3,0.19999999999999996,0.0,0.5,0.5
2023,1,3,158000,100,3,0.44999999999999996,0.0,0.5,0.5
2023,1,3,106000,0,3,-0.85,-1.0,-0.5,0.5
2023,2,3,150000,100,3,0.25,0.0,0.5,0.5
2023,2,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,172800,0,3,0.8200000000000001,0.5,1.0,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,169000,0,3,0.7250000000000001,0.5,1.0,0.5
2023,1,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,110000,100,2,-0.75,-1.0,-0.5,0.5
2023,1,3,137500,100,3,-0.0625,-0.5,0.0,0.5
2023,1,3,153088,100,3,0.32719999999999994,0.0,0.5,0.5
2023,1,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,144000,100,3,0.10000000000000009,0.0,0.5,0.5
2023,2,3,148500,0,3,0.2124999999999999,0.0,0.5,0.5
2023,2,3,126277,0,3,-0.343075,-0.5,0.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,126500,0,3,-0.3375,-0.5,0.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,146000,100,3,0.1499999999999999,0.0,0.5,0.5
2023,1,3,142000,100,3,0.050000000000000044,0.0,0.5,0.5
2023,1,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,146000,100,3,0.1499999999999999,0.0,0.5,0.5
2023,3,3,101400,100,1,-0.965,-1.0,-0.5,0.5
2023,1,3,172200,0,3,0.8049999999999999,0.5,1.0,0.5
2023,1,3,156400,0,3,0.4099999999999999,0.0,0.5,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,2,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,1,3,129300,0,3,-0.26749999999999996,-0.5,0.0,0.5
2023,1,3,139500,0,3,-0.012499999999999956,-0.5,0.0,0.5
2023,1,3,109400,0,3,-0.765,-1.0,-0.5,0.5
2023,1,3,169000,0,3,0.7250000000000001,0.5,1.0,0.5
2023,1,3,110600,0,3,-0.735,-1.0,-0.5,0.5
2023,1,3,156400,100,3,0.4099999999999999,0.0,0.5,0.5
2023,1,3,114000,100,3,-0.65,-1.0,-0.5,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,1,3,147100,0,3,0.1775,0.0,0.5,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,108000,0,3,-0.8,-1.0,-0.5,0.5
2023,1,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,133300,0,3,-0.16749999999999998,-0.5,0.0,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,124999,100,1,-0.37502500000000005,-0.5,0.0,0.5
2023,1,3,162500,100,3,0.5625,0.5,1.0,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,2,3,165000,0,3,0.625,0.5,1.0,0.5
2023,2,3,124000,0,3,-0.4,-0.5,0.0,0.5
2023,1,3,115934,100,3,-0.60165,-1.0,-0.5,0.5
2023,1,3,167580,0,3,0.6895,0.5,1.0,0.5
2023,1,3,169200,0,3,0.73,0.5,1.0,0.5
2023,1,3,169200,0,3,0.73,0.5,1.0,0.5
2023,2,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,124740,0,3,-0.38149999999999995,-0.5,0.0,0.5
2023,1,3,163625,100,3,0.590625,0.5,1.0,0.5
2023,1,3,170000,0,3,0.75,0.5,1.0,0.5
2023,1,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,115000,100,3,-0.625,-1.0,-0.5,0.5
2023,1,3,115000,100,3,-0.625,-1.0,-0.5,0.5
2023,1,3,138750,100,3,-0.03125,-0.5,0.0,0.5
2023,1,3,153090,0,3,0.32725000000000004,0.0,0.5,0.5
2023,2,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,2,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,3,3,100000,50,3,-1.0,-1.0,-0.5,0.5
2023,1,3,156400,0,3,0.4099999999999999,0.0,0.5,0.5
2023,1,3,162500,100,3,0.5625,0.5,1.0,0.5
2023,2,3,110000,100,3,-0.75,-1.0,-0.5,0.5
2023,1,3,145000,100,3,0.125,0.0,0.5,0.5
2023,1,3,135000,100,3,-0.125,-0.5,0.0,0.5
2023,1,3,106020,0,3,-0.8495,-1.0,-0.5,0.5
2023,1,3,133832,0,3,-0.1542,-0.5,0.0,0.5
2023,1,3,170000,100,3,0.75,0.5,1.0,0.5
2023,4,3,116704,100,3,-0.5824,-1.0,-0.5,0.5
2023,1,3,149076,0,3,0.2269000000000001,0.0,0.5,0.5
2023,1,3,175000,0,3,0.875,0.5,1.0,0.5
2023,1,3,148750,0,3,0.21875,0.0,0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,140800,0,3,0.020000000000000018,0.0,0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,3,3,110000,50,2,-0.75,-1.0,-0.5,0.5
2023,1,3,128000,0,3,-0.30000000000000004,-0.5,0.0,0.5
2023,1,3,145900,0,3,0.14749999999999996,0.0,0.5,0.5
2023,1,3,155850,0,3,0.39625,0.0,0.5,0.5
2023,1,3,102544,0,3,-0.9364,-1.0,-0.5,0.5
2023,2,3,151410,100,3,0.28525,0.0,0.5,0.5
2023,2,3,115360,100,3,-0.616,-1.0,-0.5,0.5
2023,1,3,170000,50,3,0.75,0.5,1.0,0.5
2023,1,3,100000,50,1,-1.0,-1.0,-0.5,0.5
2023,1,3,162500,0,3,0.5625,0.5,1.0,0.5
2023,1,3,120250,0,3,-0.49375,-0.5,0.0,0.5
2022,3,3,180000,100,3,1.0,0.5,1.0,0.5
2023,1,3,135000,100,3,-0.125,-0.5,0.0,0.5
2023,1,3,100000,100,3,-1.0,-1.0,-0.5,0.5
2023,4,3,155000,0,3,0.375,0.0,0.5,0.5
2023,1,3,142200,0,3,0.05499999999999994,0.0,0.5,0.5
2023,1,3,133300,0,3,-0.16749999999999998,-0.5,0.0,0.5
2023,1,3,156400,100,3,0.4099999999999999,0.0,0.5,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,163800,0,3,0.595,0.5,1.0,0.5
2023,1,3,126000,0,3,-0.35,-0.5,0.0,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,145000,0,3,0.125,0.0,0.5,0.5
2023,1,3,115000,0,3,-0.625,-1.0,-0.5,0.5
2023,1,3,138900,0,3,-0.02749999999999997,-0.5,0.0,0.5
2023,2,3,162500,0,3,0.5625,0.5,1.0,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,1,3,150000,100,3,0.25,0.0,0.5,0.5
2023,1,3,107000,100,3,-0.825,-1.0,-0.5,0.5
2023,4,3,175000,0,3,0.875,0.5,1.0,0.5
2023,4,3,110000,0,3,-0.75,-1.0,-0.5,0.5
2023,1,3,133300,0,3,-0.16749999999999998,-0.5,0.0,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,150000,0,3,0.25,0.0,0.5,0.5
2023,1,3,125000,0,3,-0.375,-0.5,0.0,0.5
2023,1,3,129000,0,3,-0.275,-0.5,0.0,0.5
2023,1,3,156400,0,3,0.4099999999999999,0.0,0.5,0.5
2023,2,3,110000,100,1,-0.75,-1.0,-0.5,0.5
2023,2,3,130000,0,3,-0.25,-0.5,0.0,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,153600,0,3,0.3400000000000001,0.0,0.5,0.5
2023,1,3,106800,0,3,-0.83,-1.0,-0.5,0.5
2023,1,3,137500,0,3,-0.0625,-0.5,0.0,0.5
2023,1,3,180000,0,3,1.0,0.5,1.0,0.5
2023,1,3,165000,100,3,0.625,0.5,1.0,0.5
2023,1,3,144000,100,3,0.10000000000000009,0.0,0.5,0.5
2023,3,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,4,3,145000,0,3,0.125,0.0,0.5,0.5
2023,2,3,150000,0,3,0.25,0.0,0.5,0.5
2023,2,3,100000,0,3,-1.0,-1.0,-0.5,0.5
2023,1,3,112000,0,3,-0.7,-1.0,-0.5,0.5
2023,1,3,105000,0,3,-0.875,-1.0,-0.5,0.5
2023,3,3,130000,100,2,-0.25,-0.5,0.0,0.5
